"";"lemma";"ministre";"spec";"n"
"30374";"destination";"François de Rugy";-0,9556;18
"30375";"marine";"Nicolas Hulot";-0,9561;31
"30376";"illustrer";"François de Rugy";-0,9567;3
"30377";"mort";"François de Rugy";-0,9567;3
"30378";"remplir";"François de Rugy";-0,9567;3
"30379";"image";"Nicolas Hulot";-0,9567;29
"30380";"subvention";"Élisabeth Borne";-0,9572;13
"30381";"briefing";"Nicolas Hulot";-0,9587;2
"30382";"circonstance";"Nicolas Hulot";-0,9587;2
"30383";"destinée";"Nicolas Hulot";-0,9587;2
"30384";"seconde";"Barbara Pompili";-0,9589;31
"30385";"nombre";"François de Rugy";-0,9592;57
"30386";"titre";"François de Rugy";-0,9592;57
"30387";"exigence";"François de Rugy";-0,9607;14
"30388";"garantie";"François de Rugy";-0,9607;14
"30389";"budget";"François de Rugy";-0,961;35
"30390";"bouleverser";"François de Rugy";-0,9613;1
"30391";"cargo";"François de Rugy";-0,9613;1
"30392";"confondu";"François de Rugy";-0,9613;1
"30393";"judiciaire";"François de Rugy";-0,9613;1
"30394";"palme";"François de Rugy";-0,9613;1
"30395";"patronal";"François de Rugy";-0,9613;1
"30396";"peine";"François de Rugy";-0,9613;1
"30397";"ralentir";"François de Rugy";-0,9613;1
"30398";"recruter";"François de Rugy";-0,9613;1
"30399";"rigueur";"François de Rugy";-0,9613;1
"30400";"simulateur";"François de Rugy";-0,9613;1
"30401";"annexe";"Nicolas Hulot";-0,962;3
"30402";"métal";"Nicolas Hulot";-0,962;3
"30403";"peuple";"Nicolas Hulot";-0,962;3
"30404";"réflexe";"Nicolas Hulot";-0,962;3
"30405";"pays";"Barbara Pompili";-0,9622;428
"30406";"énergétique";"François de Rugy";-0,9623;259
"30407";"group";"Nicolas Hulot";-0,9623;6
"30408";"habitude";"Nicolas Hulot";-0,9623;6
"30409";"restaurant";"Élisabeth Borne";-0,9627;7
"30410";"faisabilité";"Élisabeth Borne";-0,9635;3
"30411";"illustrer";"Élisabeth Borne";-0,9635;3
"30412";"mort";"Élisabeth Borne";-0,9635;3
"30413";"noir";"Élisabeth Borne";-0,9635;3
"30414";"solliciter";"Élisabeth Borne";-0,9635;3
"30415";"consommateur";"Élisabeth Borne";-0,9637;48
"30416";"propre";"Élisabeth Borne";-0,9645;52
"30417";"enseignant";"Élisabeth Borne";-0,9664;1
"30418";"importer";"Élisabeth Borne";-0,9664;1
"30419";"record";"Élisabeth Borne";-0,9664;1
"30420";"régler";"Élisabeth Borne";-0,9664;1
"30421";"réorienter";"Élisabeth Borne";-0,9664;1
"30422";"dense";"Barbara Pompili";-0,9665;75
"30423";"abandonner";"Nicolas Hulot";-0,9666;NA
"30424";"advenir";"Nicolas Hulot";-0,9666;NA
"30425";"anomalie";"Nicolas Hulot";-0,9666;NA
"30426";"captivité";"Nicolas Hulot";-0,9666;NA
"30427";"cis";"Nicolas Hulot";-0,9666;NA
"30428";"citerne";"Nicolas Hulot";-0,9666;NA
"30429";"combustion";"Nicolas Hulot";-0,9666;NA
"30430";"délit";"Nicolas Hulot";-0,9666;NA
"30431";"dématérialiser";"Nicolas Hulot";-0,9666;NA
"30432";"démographique";"Nicolas Hulot";-0,9666;NA
"30433";"ferrer";"Nicolas Hulot";-0,9666;NA
"30434";"ferry";"Nicolas Hulot";-0,9666;NA
"30435";"fonte";"Nicolas Hulot";-0,9666;NA
"30436";"forcer";"Nicolas Hulot";-0,9666;NA
"30437";"fructueux";"Nicolas Hulot";-0,9666;NA
"30438";"gabarit";"Nicolas Hulot";-0,9666;NA
"30439";"hommage";"Nicolas Hulot";-0,9666;NA
"30440";"hôpital";"Nicolas Hulot";-0,9666;NA
"30441";"inde";"Nicolas Hulot";-0,9666;NA
"30442";"irlandais";"Nicolas Hulot";-0,9666;NA
"30443";"livreur";"Nicolas Hulot";-0,9666;NA
"30444";"maréchal";"Nicolas Hulot";-0,9666;NA
"30445";"noble";"Nicolas Hulot";-0,9666;NA
"30446";"numérisation";"Nicolas Hulot";-0,9666;NA
"30447";"opinion";"Nicolas Hulot";-0,9666;NA
"30448";"pastoral";"Nicolas Hulot";-0,9666;NA
"30449";"plantation";"Nicolas Hulot";-0,9666;NA
"30450";"polonais";"Nicolas Hulot";-0,9666;NA
"30451";"ponctualité";"Nicolas Hulot";-0,9666;NA
"30452";"portefeuille";"Nicolas Hulot";-0,9666;NA
"30453";"projeter";"Nicolas Hulot";-0,9666;NA
"30454";"reconstruire";"Nicolas Hulot";-0,9666;NA
"30455";"réparable";"Nicolas Hulot";-0,9666;NA
"30456";"sec";"Nicolas Hulot";-0,9666;NA
"30457";"structuré";"Nicolas Hulot";-0,9666;NA
"30458";"systémique";"Nicolas Hulot";-0,9666;NA
"30459";"gouvernement";"Barbara Pompili";-0,9669;666
"30460";"amendement";"Barbara Pompili";-0,9687;8
"30461";"protecteur";"Barbara Pompili";-0,9687;8
"30462";"revenir";"François de Rugy";-0,9696;37
"30463";"annuel";"Nicolas Hulot";-0,9708;21
"30464";"bénéfice";"Élisabeth Borne";-0,971;20
"30465";"conversion";"Élisabeth Borne";-0,971;20
"30466";"pression";"Élisabeth Borne";-0,9718;8
"30467";"réduire";"Nicolas Hulot";-0,9718;123
"30468";"périmètre";"François de Rugy";-0,9722;9
"30469";"élevé";"Élisabeth Borne";-0,973;14
"30470";"construire";"Nicolas Hulot";-0,9733;74
"30471";"étendue";"Nicolas Hulot";-0,9756;4
"30472";"garant";"Nicolas Hulot";-0,9756;4
"30473";"instaurer";"Nicolas Hulot";-0,9756;4
"30474";"rétablissement";"Nicolas Hulot";-0,9756;4
"30475";"urgence";"Nicolas Hulot";-0,9756;4
"30476";"fédération";"François de Rugy";-0,9784;33
"30477";"autochtone";"Nicolas Hulot";-0,9789;1
"30478";"déployé";"Nicolas Hulot";-0,9789;1
"30479";"octroyer";"Nicolas Hulot";-0,9789;1
"30480";"paramètre";"Nicolas Hulot";-0,9789;1
"30481";"piéton";"Nicolas Hulot";-0,9789;1
"30482";"prototype";"Nicolas Hulot";-0,9789;1
"30483";"rentabilité";"Nicolas Hulot";-0,9789;1
"30484";"rubrique";"Nicolas Hulot";-0,9789;1
"30485";"tolérance";"Nicolas Hulot";-0,9789;1
"30486";"volcanique";"Nicolas Hulot";-0,9789;1
"30487";"sein";"Élisabeth Borne";-0,9802;49
"30488";"fois";"Nicolas Hulot";-0,9808;95
"30489";"régional";"Barbara Pompili";-0,9819;131
"30490";"croiser";"François de Rugy";-0,9823;2
"30491";"immense";"François de Rugy";-0,9823;2
"30492";"intensifier";"François de Rugy";-0,9823;2
"30493";"portail";"François de Rugy";-0,9823;2
"30494";"reporter";"François de Rugy";-0,9823;2
"30495";"vent";"François de Rugy";-0,9823;2
"30496";"temps";"Élisabeth Borne";-0,9827;83
"30497";"souligner";"Élisabeth Borne";-0,9837;41
"30498";"convergence";"Barbara Pompili";-0,9843;7
"30499";"convier";"Barbara Pompili";-0,9843;7
"30500";"degré";"Barbara Pompili";-0,9843;7
"30501";"demeurer";"Barbara Pompili";-0,9843;7
"30502";"bande";"Élisabeth Borne";-0,9884;2
"30503";"classement";"Élisabeth Borne";-0,9884;2
"30504";"immense";"Élisabeth Borne";-0,9884;2
"30505";"lisible";"Élisabeth Borne";-0,9884;2
"30506";"maturité";"Élisabeth Borne";-0,9884;2
"30507";"séminaire";"Élisabeth Borne";-0,9884;2
"30508";"bruit";"Nicolas Hulot";-0,9884;7
"30509";"sélection";"Nicolas Hulot";-0,9884;7
"30510";"lancement";"Élisabeth Borne";-0,9891;60
"30511";"renouvellement";"Nicolas Hulot";-0,99;17
"30512";"méthode";"Élisabeth Borne";-0,9918;23
"30513";"accessible";"Nicolas Hulot";-0,9923;25
"30514";"parole";"Barbara Pompili";-0,993;21
"30515";"préalable";"Élisabeth Borne";-0,9942;10
"30516";"profond";"Élisabeth Borne";-0,9942;10
"30517";"santé";"Barbara Pompili";-0,9944;170
"30518";"intervenant";"Nicolas Hulot";-0,9946;5
"30519";"fréquence";"Barbara Pompili";-0,9949;23
"30520";"mettre";"Barbara Pompili";-0,9949;1135
"30521";"promotion";"Élisabeth Borne";-0,9952;13
"30522";"actionnaire";"François de Rugy";-0,9953;NA
"30523";"aérodrome";"François de Rugy";-0,9953;NA
"30524";"amende";"François de Rugy";-0,9953;NA
"30525";"attribution";"François de Rugy";-0,9953;NA
"30526";"boue";"François de Rugy";-0,9953;NA
"30527";"camp";"François de Rugy";-0,9953;NA
"30528";"clément";"François de Rugy";-0,9953;NA
"30529";"confluence";"François de Rugy";-0,9953;NA
"30530";"domanial";"François de Rugy";-0,9953;NA
"30531";"évacuation";"François de Rugy";-0,9953;NA
"30532";"exclusion";"François de Rugy";-0,9953;NA
"30533";"export";"François de Rugy";-0,9953;NA
"30534";"fonctionnel";"François de Rugy";-0,9953;NA
"30535";"fonderie";"François de Rugy";-0,9953;NA
"30536";"fragiliser";"François de Rugy";-0,9953;NA
"30537";"gésir";"François de Rugy";-0,9953;NA
"30538";"imposable";"François de Rugy";-0,9953;NA
"30539";"latéral";"François de Rugy";-0,9953;NA
"30540";"miser";"François de Rugy";-0,9953;NA
"30541";"musique";"François de Rugy";-0,9953;NA
"30542";"néfaste";"François de Rugy";-0,9953;NA
"30543";"optimisation";"François de Rugy";-0,9953;NA
"30544";"optimiste";"François de Rugy";-0,9953;NA
"30545";"pollinisation";"François de Rugy";-0,9953;NA
"30546";"rassemblement";"François de Rugy";-0,9953;NA
"30547";"relèvement";"François de Rugy";-0,9953;NA
"30548";"répéter";"François de Rugy";-0,9953;NA
"30549";"signalétique";"François de Rugy";-0,9953;NA
"30550";"somnolence";"François de Rugy";-0,9953;NA
"30551";"troyen";"François de Rugy";-0,9953;NA
"30552";"valorisant";"François de Rugy";-0,9953;NA
"30553";"verrou";"François de Rugy";-0,9953;NA
"30554";"visualisation";"François de Rugy";-0,9953;NA
"30555";"visualiser";"François de Rugy";-0,9953;NA
"30556";"question";"Barbara Pompili";-0,996;117
"30557";"satisfaisant";"Barbara Pompili";-0,9961;3
"30558";"traitant";"Barbara Pompili";-0,9961;3
"30559";"validité";"Barbara Pompili";-0,9961;3
"30560";"invité";"Barbara Pompili";-0,9964;24
"30561";"agent";"François de Rugy";-0,9964;50
"30562";"croissance";"Élisabeth Borne";-0,9966;33
"30563";"fédération";"Élisabeth Borne";-0,9966;33
"30564";"apparaître";"François de Rugy";-0,9972;5
"30565";"capital";"François de Rugy";-0,9972;6
"30566";"entrée";"François de Rugy";-0,9972;5
"30567";"entretenir";"François de Rugy";-0,9972;5
"30568";"film";"François de Rugy";-0,9972;5
"30569";"quatrième";"François de Rugy";-0,9972;5
"30570";"nouvelle";"François de Rugy";-0,9976;133
"30571";"gouvernance";"Nicolas Hulot";-0,9976;23
"30572";"petit";"Élisabeth Borne";-0,9977;46
"30573";"mission";"Élisabeth Borne";-0,9978;90
"30574";"abonder";"Élisabeth Borne";-0,9991;NA
"30575";"agronomique";"Élisabeth Borne";-0,9991;NA
"30576";"attribution";"Élisabeth Borne";-0,9991;NA
"30577";"autrichien";"Élisabeth Borne";-0,9991;NA
"30578";"baptiser";"Élisabeth Borne";-0,9991;NA
"30579";"brésil";"Élisabeth Borne";-0,9991;NA
"30580";"camp";"Élisabeth Borne";-0,9991;NA
"30581";"cola";"Élisabeth Borne";-0,9991;NA
"30582";"colis";"Élisabeth Borne";-0,9991;NA
"30583";"combler";"Élisabeth Borne";-0,9991;NA
"30584";"confluence";"Élisabeth Borne";-0,9991;NA
"30585";"délibération";"Élisabeth Borne";-0,9991;NA
"30586";"domanial";"Élisabeth Borne";-0,9991;NA
"30587";"dur";"Élisabeth Borne";-0,9991;NA
"30588";"employer";"Élisabeth Borne";-0,9991;NA
"30589";"exclusion";"Élisabeth Borne";-0,9991;NA
"30590";"expo";"Élisabeth Borne";-0,9991;NA
"30591";"formulaire";"Élisabeth Borne";-0,9991;NA
"30592";"gauche";"Élisabeth Borne";-0,9991;NA
"30593";"gésir";"Élisabeth Borne";-0,9991;NA
"30594";"glissant";"Élisabeth Borne";-0,9991;NA
"30595";"grandissant";"Élisabeth Borne";-0,9991;NA
"30596";"hydroélectrique";"Élisabeth Borne";-0,9991;NA
"30597";"indigne";"Élisabeth Borne";-0,9991;NA
"30598";"instruire";"Élisabeth Borne";-0,9991;NA
"30599";"latéral";"Élisabeth Borne";-0,9991;NA
"30600";"luminosité";"Élisabeth Borne";-0,9991;NA
"30601";"notification";"Élisabeth Borne";-0,9991;NA
"30602";"optimiste";"Élisabeth Borne";-0,9991;NA
"30603";"organique";"Élisabeth Borne";-0,9991;NA
"30604";"pollinisation";"Élisabeth Borne";-0,9991;NA
"30605";"populaire";"Élisabeth Borne";-0,9991;NA
"30606";"prolifération";"Élisabeth Borne";-0,9991;NA
"30607";"questionnaire";"Élisabeth Borne";-0,9991;NA
"30608";"rond";"Élisabeth Borne";-0,9991;NA
"30609";"sargasse";"Élisabeth Borne";-0,9991;NA
"30610";"somnolence";"Élisabeth Borne";-0,9991;NA
"30611";"troyen";"Élisabeth Borne";-0,9991;NA
"30612";"biodiversité";"Élisabeth Borne";-0,9992;237
"30613";"activité";"François de Rugy";-1,0001;70
"30614";"vivant";"François de Rugy";-1,001;7
"30615";"payer";"Barbara Pompili";-1,0031;14
"30616";"rare";"François de Rugy";-1,0031;4
"30617";"régénération";"François de Rugy";-1,0031;4
"30618";"billet";"Barbara Pompili";-1,0049;6
"30619";"concentration";"Barbara Pompili";-1,0049;6
"30620";"document";"Élisabeth Borne";-1,0049;16
"30621";"actionner";"Barbara Pompili";-1,0053;NA
"30622";"algue";"Barbara Pompili";-1,0053;NA
"30623";"amazonien";"Barbara Pompili";-1,0053;NA
"30624";"amérique";"Barbara Pompili";-1,0053;NA
"30625";"annonciateur";"Barbara Pompili";-1,0053;NA
"30626";"articulé";"Barbara Pompili";-1,0053;NA
"30627";"audience";"Barbara Pompili";-1,0053;NA
"30628";"bâillement";"Barbara Pompili";-1,0053;NA
"30629";"baume";"Barbara Pompili";-1,0053;NA
"30630";"baver";"Barbara Pompili";-1,0053;NA
"30631";"chairman";"Barbara Pompili";-1,0053;NA
"30632";"condamnation";"Barbara Pompili";-1,0053;NA
"30633";"conditionnement";"Barbara Pompili";-1,0053;NA
"30634";"conjonction";"Barbara Pompili";-1,0053;NA
"30635";"coton";"Barbara Pompili";-1,0053;NA
"30636";"endettement";"Barbara Pompili";-1,0053;NA
"30637";"entraver";"Barbara Pompili";-1,0053;NA
"30638";"essuyer";"Barbara Pompili";-1,0053;NA
"30639";"exploité";"Barbara Pompili";-1,0053;NA
"30640";"foisonner";"Barbara Pompili";-1,0053;NA
"30641";"fonctionnaire";"Barbara Pompili";-1,0053;NA
"30642";"gonflage";"Barbara Pompili";-1,0053;NA
"30643";"gorge";"Barbara Pompili";-1,0053;NA
"30644";"heurter";"Barbara Pompili";-1,0053;NA
"30645";"homologué";"Barbara Pompili";-1,0053;NA
"30646";"huchet";"Barbara Pompili";-1,0053;NA
"30647";"hydrater";"Barbara Pompili";-1,0053;NA
"30648";"ininterrompu";"Barbara Pompili";-1,0053;NA
"30649";"intact";"Barbara Pompili";-1,0053;NA
"30650";"kérosène";"Barbara Pompili";-1,0053;NA
"30651";"lame";"Barbara Pompili";-1,0053;NA
"30652";"lucide";"Barbara Pompili";-1,0053;NA
"30653";"macaron";"Barbara Pompili";-1,0053;NA
"30654";"mali";"Barbara Pompili";-1,0053;NA
"30655";"mary";"Barbara Pompili";-1,0053;NA
"30656";"molécule";"Barbara Pompili";-1,0053;NA
"30657";"mondialisation";"Barbara Pompili";-1,0053;NA
"30658";"monoprix";"Barbara Pompili";-1,0053;NA
"30659";"nuque";"Barbara Pompili";-1,0053;NA
"30660";"opportun";"Barbara Pompili";-1,0053;NA
"30661";"ordonner";"Barbara Pompili";-1,0053;NA
"30662";"ortolan";"Barbara Pompili";-1,0053;NA
"30663";"parme";"Barbara Pompili";-1,0053;NA
"30664";"partisan";"Barbara Pompili";-1,0053;NA
"30665";"paupière";"Barbara Pompili";-1,0053;NA
"30666";"périodique";"Barbara Pompili";-1,0053;NA
"30667";"picotement";"Barbara Pompili";-1,0053;NA
"30668";"populisme";"Barbara Pompili";-1,0053;NA
"30669";"prescrire";"Barbara Pompili";-1,0053;NA
"30670";"procès";"Barbara Pompili";-1,0053;NA
"30671";"raideur";"Barbara Pompili";-1,0053;NA
"30672";"réclamer";"Barbara Pompili";-1,0053;NA
"30673";"réfléchissant";"Barbara Pompili";-1,0053;NA
"30674";"réinterroger";"Barbara Pompili";-1,0053;NA
"30675";"rétro";"Barbara Pompili";-1,0053;NA
"30676";"sangler";"Barbara Pompili";-1,0053;NA
"30677";"saurer";"Barbara Pompili";-1,0053;NA
"30678";"sénatorial";"Barbara Pompili";-1,0053;NA
"30679";"souffler";"Barbara Pompili";-1,0053;NA
"30680";"tablette";"Barbara Pompili";-1,0053;NA
"30681";"taquet";"Barbara Pompili";-1,0053;NA
"30682";"tectonique";"Barbara Pompili";-1,0053;NA
"30683";"tournesol";"Barbara Pompili";-1,0053;NA
"30684";"tuer";"Barbara Pompili";-1,0053;NA
"30685";"unanime";"Barbara Pompili";-1,0053;NA
"30686";"entrée";"Élisabeth Borne";-1,0055;5
"30687";"coopération";"Élisabeth Borne";-1,0058;32
"30688";"parc";"Élisabeth Borne";-1,0058;115
"30689";"parking";"Élisabeth Borne";-1,0061;6
"30690";"complément";"François de Rugy";-1,0071;17
"30691";"accident";"Barbara Pompili";-1,0074;29
"30692";"officiel";"Barbara Pompili";-1,0074;29
"30693";"courant";"François de Rugy";-1,0075;8
"30694";"indépendant";"Nicolas Hulot";-1,0079;11
"30695";"favoriser";"Élisabeth Borne";-1,0082;48
"30696";"adhérer";"Barbara Pompili";-1,0103;1
"30697";"articuler";"Barbara Pompili";-1,0103;1
"30698";"ciel";"Barbara Pompili";-1,0103;1
"30699";"contester";"Barbara Pompili";-1,0103;1
"30700";"continental";"Barbara Pompili";-1,0103;1
"30701";"cri";"Barbara Pompili";-1,0103;1
"30702";"digue";"Barbara Pompili";-1,0103;1
"30703";"identique";"Barbara Pompili";-1,0103;1
"30704";"imposant";"Barbara Pompili";-1,0103;1
"30705";"norvégien";"Barbara Pompili";-1,0103;1
"30706";"orageux";"Barbara Pompili";-1,0103;1
"30707";"pastoral";"Barbara Pompili";-1,0103;1
"30708";"patronage";"Barbara Pompili";-1,0103;1
"30709";"pressentir";"Barbara Pompili";-1,0103;1
"30710";"ravitaillement";"Barbara Pompili";-1,0103;1
"30711";"rose";"Barbara Pompili";-1,0103;1
"30712";"sillon";"Barbara Pompili";-1,0103;1
"30713";"submersion";"Barbara Pompili";-1,0103;1
"30714";"tige";"Barbara Pompili";-1,0103;1
"30715";"valable";"Barbara Pompili";-1,0103;1
"30716";"atout";"Élisabeth Borne";-1,0105;7
"30717";"communiquer";"Élisabeth Borne";-1,0108;4
"30718";"accès";"François de Rugy";-1,0122;15
"30719";"alpe";"Barbara Pompili";-1,0134;137
"30720";"débuter";"Nicolas Hulot";-1,0144;19
"30721";"émetteur";"Nicolas Hulot";-1,0165;6
"30722";"administration";"Élisabeth Borne";-1,0176;8
"30723";"conforter";"Élisabeth Borne";-1,0176;8
"30724";"métropole";"Élisabeth Borne";-1,0178;83
"30725";"encadrer";"François de Rugy";-1,0186;3
"30726";"faux";"François de Rugy";-1,0186;3
"30727";"panel";"François de Rugy";-1,0186;3
"30728";"propos";"François de Rugy";-1,0186;3
"30729";"ville";"François de Rugy";-1,0191;108
"30730";"trafic";"François de Rugy";-1,0194;37
"30731";"possibilité";"Élisabeth Borne";-1,0195;28
"30732";"polluant";"François de Rugy";-1,021;20
"30733";"activité";"Barbara Pompili";-1,0212;133
"30734";"rémunération";"Barbara Pompili";-1,0225;11
"30735";"souterrain";"Barbara Pompili";-1,0225;11
"30736";"rénover";"Nicolas Hulot";-1,0236;10
"30737";"portuaire";"Nicolas Hulot";-1,0249;13
"30738";"sélectionner";"Élisabeth Borne";-1,0253;15
"30739";"garder";"François de Rugy";-1,0256;10
"30740";"africain";"Élisabeth Borne";-1,0257;3
"30741";"déclin";"Élisabeth Borne";-1,0257;3
"30742";"nécessité";"Élisabeth Borne";-1,0258;30
"30743";"pratique";"François de Rugy";-1,0263;64
"30744";"technique";"François de Rugy";-1,0264;56
"30745";"dévoiler";"Élisabeth Borne";-1,0265;9
"30746";"avancée";"Nicolas Hulot";-1,0273;17
"30747";"facture";"Nicolas Hulot";-1,0273;17
"30748";"cirque";"Nicolas Hulot";-1,029;3
"30749";"fourniture";"Nicolas Hulot";-1,029;3
"30750";"perpignan";"Nicolas Hulot";-1,029;3
"30751";"privilégié";"Nicolas Hulot";-1,029;3
"30752";"rouler";"Nicolas Hulot";-1,029;3
"30753";"web";"Nicolas Hulot";-1,029;3
"30754";"accord";"Barbara Pompili";-1,0292;57
"30755";"juillet";"François de Rugy";-1,0317;130
"30756";"système";"Barbara Pompili";-1,0319;146
"30757";"agro";"Barbara Pompili";-1,0325;5
"30758";"unité";"Barbara Pompili";-1,0327;10
"30759";"déclinaison";"Nicolas Hulot";-1,033;2
"30760";"expédition";"Nicolas Hulot";-1,033;2
"30761";"maillon";"Nicolas Hulot";-1,033;2
"30762";"spatial";"Nicolas Hulot";-1,033;2
"30763";"suisse";"Nicolas Hulot";-1,033;2
"30764";"porter";"Barbara Pompili";-1,0335;193
"30765";"bureau";"Nicolas Hulot";-1,0351;16
"30766";"considérer";"Nicolas Hulot";-1,0351;16
"30767";"autoriser";"François de Rugy";-1,0364;11
"30768";"accord";"Élisabeth Borne";-1,0366;29
"30769";"artisan";"Nicolas Hulot";-1,0375;4
"30770";"guichet";"Nicolas Hulot";-1,0375;4
"30771";"indice";"Nicolas Hulot";-1,0375;4
"30772";"plafond";"Nicolas Hulot";-1,0375;4
"30773";"signal";"Nicolas Hulot";-1,0375;4
"30774";"commander";"Nicolas Hulot";-1,0403;7
"30775";"automobile";"Élisabeth Borne";-1,0406;16
"30776";"amorcer";"François de Rugy";-1,0406;1
"30777";"battre";"François de Rugy";-1,0406;1
"30778";"conditionner";"François de Rugy";-1,0406;1
"30779";"couper";"François de Rugy";-1,0406;1
"30780";"lire";"François de Rugy";-1,0406;1
"30781";"précision";"François de Rugy";-1,0406;1
"30782";"régularité";"François de Rugy";-1,0406;1
"30783";"varier";"François de Rugy";-1,0406;1
"30784";"vérité";"François de Rugy";-1,0406;1
"30785";"reposer";"Barbara Pompili";-1,0407;39
"30786";"clé";"Élisabeth Borne";-1,0433;26
"30787";"relation";"Barbara Pompili";-1,0442;51
"30788";"compte";"François de Rugy";-1,0443;117
"30789";"ménage";"Élisabeth Borne";-1,0457;61
"30790";"accru";"Élisabeth Borne";-1,0459;1
"30791";"attractif";"Élisabeth Borne";-1,0459;1
"30792";"douane";"Élisabeth Borne";-1,0459;1
"30793";"droite";"Élisabeth Borne";-1,0459;1
"30794";"huile";"Élisabeth Borne";-1,0459;1
"30795";"roulant";"Élisabeth Borne";-1,0459;1
"30796";"détailler";"François de Rugy";-1,0479;6
"30797";"réparer";"François de Rugy";-1,0479;6
"30798";"caisse";"François de Rugy";-1,048;12
"30799";"péage";"Élisabeth Borne";-1,0481;11
"30800";"suite";"Nicolas Hulot";-1,0484;72
"30801";"gérer";"François de Rugy";-1,0488;15
"30802";"net";"François de Rugy";-1,0492;7
"30803";"présidence";"Nicolas Hulot";-1,0507;27
"30804";"dérogation";"François de Rugy";-1,051;5
"30805";"revue";"François de Rugy";-1,051;5
"30806";"abriter";"François de Rugy";-1,0514;2
"30807";"architecte";"François de Rugy";-1,0514;2
"30808";"compenser";"François de Rugy";-1,0514;2
"30809";"lent";"François de Rugy";-1,0514;2
"30810";"substituer";"François de Rugy";-1,0514;2
"30811";"tribunal";"François de Rugy";-1,0514;2
"30812";"réutilisation";"Nicolas Hulot";-1,0526;5
"30813";"ancien";"Élisabeth Borne";-1,053;19
"30814";"rassembler";"Nicolas Hulot";-1,0535;26
"30815";"foncier";"Nicolas Hulot";-1,0547;14
"30816";"équipe";"François de Rugy";-1,056;26
"30817";"exemple";"François de Rugy";-1,0564;51
"30818";"exemple";"Nicolas Hulot";-1,0566;55
"30819";"gouvernemental";"Barbara Pompili";-1,0579;24
"30820";"abriter";"Élisabeth Borne";-1,0579;2
"30821";"lent";"Élisabeth Borne";-1,0579;2
"30822";"maîtriser";"Élisabeth Borne";-1,0591;7
"30823";"photo";"Élisabeth Borne";-1,0591;7
"30824";"canada";"Élisabeth Borne";-1,0597;5
"30825";"formidable";"Élisabeth Borne";-1,0597;5
"30826";"revue";"Élisabeth Borne";-1,0597;5
"30827";"marquer";"François de Rugy";-1,0602;13
"30828";"ministériel";"Élisabeth Borne";-1,0603;12
"30829";"conséquent";"François de Rugy";-1,0608;4
"30830";"minimum";"François de Rugy";-1,0608;4
"30831";"usine";"François de Rugy";-1,0608;4
"30832";"collaborer";"Barbara Pompili";-1,0613;2
"30833";"cotisation";"Barbara Pompili";-1,0613;2
"30834";"faille";"Barbara Pompili";-1,0613;2
"30835";"land";"Barbara Pompili";-1,0613;2
"30836";"minuit";"Barbara Pompili";-1,0613;2
"30837";"repartir";"Barbara Pompili";-1,0613;2
"30838";"forestier";"Élisabeth Borne";-1,0623;15
"30839";"exigence";"Barbara Pompili";-1,0627;28
"30840";"débattre";"Élisabeth Borne";-1,0641;8
"30841";"additionnel";"Nicolas Hulot";-1,0647;1
"30842";"audit";"Nicolas Hulot";-1,0647;1
"30843";"civilisation";"Nicolas Hulot";-1,0647;1
"30844";"clef";"Nicolas Hulot";-1,0647;1
"30845";"concéder";"Nicolas Hulot";-1,0647;1
"30846";"constitutionnel";"Nicolas Hulot";-1,0647;1
"30847";"contraindre";"Nicolas Hulot";-1,0647;1
"30848";"discrimination";"Nicolas Hulot";-1,0647;1
"30849";"dramatique";"Nicolas Hulot";-1,0647;1
"30850";"gille";"Nicolas Hulot";-1,0647;1
"30851";"puits";"Nicolas Hulot";-1,0647;1
"30852";"combustible";"Nicolas Hulot";-1,0652;8
"30853";"paiement";"Nicolas Hulot";-1,0652;8
"30854";"conviction";"Barbara Pompili";-1,0653;17
"30855";"nourrir";"Barbara Pompili";-1,0653;17
"30856";"travers";"Barbara Pompili";-1,0659;136
"30857";"julien";"Barbara Pompili";-1,0666;30
"30858";"fédération";"Nicolas Hulot";-1,0683;35
"30859";"prolonger";"François de Rugy";-1,0685;10
"30860";"cantine";"Élisabeth Borne";-1,0689;4
"30861";"fonctionnement";"Nicolas Hulot";-1,069;22
"30862";"ambassadeur";"Barbara Pompili";-1,0702;4
"30863";"caractériser";"Barbara Pompili";-1,0702;4
"30864";"incubateur";"Barbara Pompili";-1,0702;4
"30865";"influence";"Barbara Pompili";-1,0702;4
"30866";"navigateur";"Barbara Pompili";-1,0702;4
"30867";"pacifique";"Barbara Pompili";-1,0702;4
"30868";"recrutement";"Barbara Pompili";-1,0702;4
"30869";"voirie";"Barbara Pompili";-1,0702;4
"30870";"rénover";"Élisabeth Borne";-1,0712;9
"30871";"force";"Barbara Pompili";-1,0738;15
"30872";"abonder";"Nicolas Hulot";-1,074;NA
"30873";"acheminement";"Nicolas Hulot";-1,074;NA
"30874";"affronter";"Nicolas Hulot";-1,074;NA
"30875";"apprenti";"Nicolas Hulot";-1,074;NA
"30876";"attirer";"Nicolas Hulot";-1,074;NA
"30877";"baptiser";"Nicolas Hulot";-1,074;NA
"30878";"brésil";"Nicolas Hulot";-1,074;NA
"30879";"captation";"Nicolas Hulot";-1,074;NA
"30880";"commerçant";"Nicolas Hulot";-1,074;NA
"30881";"concourant";"Nicolas Hulot";-1,074;NA
"30882";"contemporain";"Nicolas Hulot";-1,074;NA
"30883";"curie";"Nicolas Hulot";-1,074;NA
